CODCARRERA,EGRESO,LUGAR_LISTA,PREFERENCIA,DEPENDENCIA,COD_REGION_COLEGIO,PTJE_LENG,PTJE_MAT,PTJE_CIENCIAS,PTJE_HIST,PTJE_RANKING,RETENCION_AL_PRIMER_AÑO,RETENCION_AL_TERCER_AÑO,EXTRANJERO,CIUDAD_SEDE,GRATUIDAD,ETNIA,SEXO_(1F),TIPO_INGRESO_IEP-Excepción Lista espera Rep,TIPO_INGRESO_IRP-Lista de selección,TIPO_INGRESO_Otro ingreso,TIPO_COLEGIO_H1,TIPO_COLEGIO_H2,TIPO_COLEGIO_ND,TIPO_COLEGIO_T1,TIPO_COLEGIO_T2,TIPO_COLEGIO_T3,TIPO_COLEGIO_T5,EDAD_INGRESO
8103,0,29.0,1.0,3.0,2.0,663.0,498.0,565.0,0.0,641.0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,20
8103,0,30.0,1.0,2.0,15.0,589.0,589.0,521.0,497.0,565.0,1,0,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8103,0,31.0,1.0,3.0,2.0,572.0,646.0,640.0,0.0,482.0,1,0,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8103,0,33.0,1.0,2.0,10.0,415.0,524.0,571.0,490.0,672.0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8103,0,34.0,2.0,3.0,13.0,459.0,512.0,488.0,0.0,665.0,1,0,0,0,0,0,1,False,True,False,False,False,False,False,True,False,False,21
8103,0,35.0,1.0,3.0,2.0,539.0,598.0,571.0,0.0,507.0,1,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8103,0,36.0,1.0,3.0,2.0,547.0,638.0,545.0,0.0,470.0,1,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8103,0,38.0,1.0,2.0,13.0,547.0,620.0,622.0,497.0,466.0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,20
8103,0,39.0,1.0,3.0,2.0,407.0,535.0,348.0,0.0,670.0,0,0,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,20
8103,0,41.0,1.0,3.0,2.0,445.0,524.0,552.0,526.0,594.0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,18
8103,0,43.0,2.0,3.0,10.0,663.0,567.0,511.0,0.0,495.0,1,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,20
8103,0,44.0,1.0,3.0,2.0,663.0,560.0,559.0,551.0,489.0,1,1,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,26
8103,0,45.0,1.0,2.0,2.0,430.0,603.0,435.0,0.0,517.0,1,0,0,1,0,0,0,True,False,False,True,False,False,False,False,False,False,19
8103,0,47.0,1.0,3.0,2.0,580.0,558.0,582.0,553.0,486.0,1,0,0,0,0,0,1,True,False,False,True,False,False,False,False,False,False,31
8853,0,0.0,1.0,5.0,2.0,532.0,567.0,559.0,0.0,660.0,1,0,0,1,0,0,0,False,False,True,False,False,True,False,False,False,False,25
8853,0,1.0,1.0,2.0,2.0,706.0,664.0,0.0,634.0,586.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8853,0,3.0,1.0,2.0,2.0,628.0,671.0,608.0,0.0,502.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,26
8853,0,5.0,1.0,2.0,2.0,495.0,524.0,0.0,473.0,592.0,1,0,0,1,0,0,0,False,True,False,False,False,False,True,False,False,False,18
8853,0,6.0,6.0,3.0,2.0,422.0,544.0,488.0,0.0,509.0,1,1,0,1,0,0,1,False,True,False,False,False,False,False,False,True,False,21
8843,0,1.0,1.0,3.0,2.0,437.0,573.0,463.0,0.0,741.0,1,1,0,0,0,0,0,False,False,True,True,False,False,False,False,False,False,19
8843,0,1.0,1.0,2.0,2.0,676.0,716.0,672.0,0.0,850.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8843,0,2.0,1.0,2.0,2.0,563.0,627.0,545.0,0.0,792.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8843,0,3.0,1.0,3.0,2.0,639.0,649.0,537.0,0.0,721.0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,20
8843,0,4.0,1.0,2.0,2.0,524.0,603.0,488.0,526.0,778.0,1,0,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8843,0,5.0,1.0,2.0,2.0,532.0,631.0,435.0,0.0,741.0,1,1,0,0,0,1,1,False,True,False,True,False,False,False,False,False,False,18
8843,0,6.0,1.0,2.0,2.0,555.0,649.0,588.0,0.0,652.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8843,0,7.0,1.0,3.0,2.0,547.0,675.0,559.0,532.0,632.0,1,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8843,0,8.0,1.0,3.0,2.0,547.0,584.0,537.0,0.0,739.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,22
8843,0,9.0,1.0,2.0,2.0,618.0,567.0,402.0,490.0,734.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8843,0,10.0,1.0,2.0,2.0,618.0,646.0,0.0,604.0,598.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8843,0,11.0,1.0,3.0,2.0,555.0,668.0,577.0,569.0,592.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8843,0,12.0,1.0,2.0,2.0,563.0,584.0,0.0,557.0,690.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8843,0,13.0,1.0,2.0,2.0,572.0,589.0,530.0,497.0,695.0,0,0,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8843,0,14.0,1.0,3.0,2.0,539.0,573.0,0.0,587.0,666.0,0,0,0,1,0,0,1,False,True,False,False,False,False,False,True,False,False,18
8843,0,15.0,2.0,3.0,2.0,589.0,649.0,613.0,587.0,528.0,1,1,0,0,0,1,0,False,True,False,True,False,False,False,False,False,False,19
8843,0,16.0,1.0,2.0,2.0,572.0,649.0,463.0,0.0,528.0,1,1,0,1,0,0,0,True,False,False,True,False,False,False,False,False,False,18
8843,0,17.0,1.0,3.0,2.0,517.0,560.0,0.0,465.0,648.0,1,1,0,1,0,0,1,True,False,False,False,False,False,False,False,False,True,32
8843,0,19.0,1.0,2.0,2.0,459.0,646.0,511.0,0.0,441.0,1,0,0,1,0,0,0,True,False,False,True,False,False,False,False,False,False,24
8483,0,0.0,1.0,5.0,2.0,572.0,512.0,420.0,0.0,555.0,0,0,0,1,0,0,1,False,False,True,False,False,True,False,False,False,False,26
8483,0,1.0,2.0,2.0,2.0,766.0,690.0,727.0,0.0,727.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,21
8483,0,2.0,2.0,2.0,2.0,706.0,589.0,636.0,0.0,827.0,1,1,0,0,0,1,1,False,True,False,True,False,False,False,False,False,False,20
8483,0,3.0,1.0,2.0,2.0,563.0,635.0,613.0,551.0,850.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8483,0,4.0,3.0,3.0,2.0,445.0,446.0,449.0,275.0,676.0,1,1,0,0,0,0,1,False,False,True,True,False,False,False,False,False,False,18
8483,0,5.0,1.0,2.0,2.0,572.0,616.0,583.0,0.0,850.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8483,0,6.0,1.0,2.0,2.0,704.0,640.0,642.0,633.0,660.0,0,0,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,21
8483,0,7.0,3.0,3.0,2.0,639.0,616.0,603.0,0.0,716.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8483,0,8.0,3.0,2.0,2.0,646.0,591.0,674.0,0.0,648.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,20
8483,0,9.0,1.0,3.0,2.0,690.0,535.0,577.0,0.0,763.0,1,1,0,0,0,1,1,False,True,False,False,False,False,True,False,False,False,18
8483,0,10.0,2.0,2.0,2.0,639.0,649.0,649.0,0.0,639.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8483,0,11.0,1.0,3.0,4.0,563.0,607.0,622.0,0.0,688.0,1,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8483,0,12.0,1.0,2.0,2.0,580.0,524.0,521.0,0.0,805.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8483,0,13.0,1.0,2.0,1.0,510.0,623.0,582.0,0.0,699.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8483,0,14.0,2.0,2.0,2.0,639.0,635.0,603.0,0.0,651.0,1,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8483,0,15.0,1.0,2.0,2.0,725.0,544.0,627.0,0.0,635.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8483,0,16.0,1.0,2.0,2.0,639.0,579.0,598.0,0.0,677.0,1,1,1,1,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8483,0,20.0,1.0,3.0,13.0,612.0,644.0,709.0,0.0,515.0,1,1,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False,23
8483,0,22.0,1.0,3.0,2.0,517.0,544.0,530.0,0.0,745.0,1,1,0,1,0,0,1,False,True,False,False,False,False,True,False,False,False,19
8483,0,24.0,1.0,3.0,4.0,589.0,498.0,511.0,0.0,756.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,23
8483,0,25.0,1.0,3.0,2.0,555.0,403.0,588.0,0.0,741.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8483,0,27.0,1.0,2.0,2.0,563.0,589.0,618.0,412.0,590.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,20
8483,0,28.0,1.0,2.0,4.0,598.0,603.0,677.0,551.0,528.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8483,0,29.0,1.0,2.0,2.0,488.0,624.0,636.0,0.0,575.0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8483,0,32.0,2.0,2.0,5.0,555.0,620.0,559.0,0.0,605.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8483,0,33.0,1.0,3.0,2.0,618.0,544.0,511.0,0.0,674.0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,True,False,False,18
8483,0,35.0,1.0,2.0,2.0,589.0,544.0,552.0,0.0,632.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,20
8483,0,36.0,1.0,2.0,2.0,480.0,446.0,565.0,0.0,727.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,25
8483,0,38.0,1.0,2.0,3.0,524.0,560.0,537.0,0.0,657.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8483,0,39.0,2.0,2.0,2.0,502.0,535.0,598.0,0.0,607.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8483,0,40.0,1.0,3.0,2.0,618.0,512.0,559.0,0.0,627.0,1,0,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,21
8483,0,41.0,2.0,2.0,15.0,580.0,584.0,475.0,497.0,655.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8483,0,42.0,4.0,2.0,2.0,628.0,594.0,588.0,0.0,534.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,22
8483,0,43.0,1.0,3.0,4.0,445.0,498.0,501.0,490.0,704.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8483,0,44.0,2.0,3.0,2.0,539.0,584.0,501.0,0.0,647.0,1,1,0,1,0,0,1,False,True,False,False,False,False,False,False,True,False,26
8483,0,45.0,3.0,2.0,2.0,495.0,579.0,501.0,0.0,654.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8483,0,46.0,2.0,3.0,2.0,572.0,627.0,571.0,0.0,534.0,1,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,20
8483,0,47.0,2.0,3.0,2.0,572.0,579.0,598.0,424.0,535.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,20
8483,0,50.0,3.0,2.0,13.0,555.0,627.0,565.0,0.0,523.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,20
8483,0,51.0,4.0,3.0,4.0,466.0,584.0,537.0,505.0,586.0,1,0,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8483,0,52.0,4.0,3.0,2.0,517.0,446.0,537.0,0.0,637.0,0,0,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8483,0,53.0,1.0,3.0,13.0,517.0,573.0,618.0,0.0,502.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,30
8483,0,54.0,1.0,2.0,2.0,589.0,573.0,565.0,0.0,523.0,0,0,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,23
8483,0,55.0,3.0,3.0,2.0,532.0,379.0,475.0,0.0,730.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8483,0,56.0,5.0,3.0,2.0,572.0,465.0,463.0,0.0,658.0,1,1,0,0,0,0,1,False,True,False,False,False,False,False,False,True,False,18
8483,0,57.0,1.0,2.0,2.0,407.0,544.0,511.0,0.0,613.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8483,0,58.0,1.0,2.0,2.0,466.0,544.0,588.0,0.0,534.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8483,0,59.0,3.0,3.0,2.0,532.0,573.0,552.0,0.0,528.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8483,0,61.0,1.0,2.0,2.0,502.0,446.0,565.0,0.0,579.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8483,0,62.0,1.0,2.0,2.0,509.0,535.0,463.0,0.0,612.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8483,0,63.0,1.0,2.0,1.0,555.0,635.0,488.0,0.0,528.0,1,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8483,0,64.0,1.0,2.0,2.0,509.0,465.0,552.0,0.0,592.0,0,0,0,1,0,0,0,False,True,False,False,True,False,False,False,False,False,21
8483,0,65.0,1.0,3.0,2.0,517.0,481.0,523.0,0.0,601.0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,20
8483,0,67.0,1.0,3.0,2.0,495.0,544.0,463.0,545.0,636.0,1,1,0,1,0,0,1,False,True,False,False,True,False,False,False,False,False,25
8483,0,70.0,1.0,2.0,2.0,488.0,560.0,552.0,0.0,523.0,1,0,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,28
8483,0,72.0,1.0,3.0,2.0,458.0,481.0,506.0,0.0,599.0,1,1,0,1,0,0,1,True,False,False,True,False,False,False,False,False,False,19
8453,2019,1.0,1.0,3.0,2.0,600.0,475.0,547.0,0.0,776.0,0,0,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8453,2018,2.0,1.0,2.0,2.0,532.0,586.0,580.0,0.0,712.0,1,0,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8453,2019,3.0,1.0,3.0,2.0,524.0,501.0,511.0,730.0,730.0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,19
8453,2019,4.0,1.0,3.0,13.0,430.0,545.0,551.0,736.0,736.0,1,1,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,19
8453,2014,5.0,1.0,2.0,2.0,593.0,524.0,531.0,0.0,687.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,24
8453,2019,6.0,1.0,2.0,3.0,599.0,475.0,536.0,0.0,707.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,20
8453,2019,7.0,1.0,2.0,2.0,514.0,515.0,458.0,0.0,777.0,1,1,0,1,0,1,0,False,True,False,True,False,False,False,False,False,False,19
8453,2015,9.0,2.0,3.0,2.0,678.0,602.0,605.0,678.0,513.0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,22
8453,2019,10.0,1.0,3.0,2.0,476.0,503.0,509.0,0.0,729.0,1,0,0,1,0,0,1,False,True,False,False,False,False,False,True,False,False,20
8453,2018,11.0,1.0,3.0,2.0,628.0,498.0,552.0,539.0,617.0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8453,2019,12.0,4.0,2.0,2.0,515.0,440.0,395.0,0.0,667.0,0,0,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8453,2018,13.0,3.0,3.0,2.0,488.0,465.0,521.0,0.0,579.0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,True,False,False,19
8103,2019,1.0,1.0,2.0,2.0,683.0,742.0,687.0,0.0,797.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8103,2019,2.0,1.0,3.0,2.0,786.0,625.0,621.0,0.0,839.0,1,0,0,1,0,0,0,False,True,False,False,False,False,False,True,False,False,20
8103,2017,3.0,1.0,2.0,2.0,628.0,727.0,789.0,0.0,723.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,21
8103,2019,4.0,1.0,2.0,2.0,655.0,719.0,660.0,766.0,766.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8103,2019,5.0,1.0,2.0,15.0,646.0,691.0,656.0,0.0,781.0,1,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8103,2019,6.0,1.0,2.0,1.0,574.0,624.0,564.0,850.0,850.0,1,1,0,0,0,0,1,False,True,False,False,False,False,True,False,False,False,19
8103,2019,7.0,1.0,2.0,15.0,532.0,637.0,593.0,0.0,789.0,1,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8103,2019,8.0,1.0,2.0,2.0,678.0,637.0,584.0,0.0,735.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8103,2018,10.0,3.0,2.0,2.0,760.0,704.0,670.0,0.0,559.0,0,0,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8103,2019,11.0,1.0,3.0,2.0,634.0,617.0,351.0,749.0,749.0,1,1,1,1,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8103,2019,12.0,2.0,3.0,2.0,532.0,719.0,597.0,0.0,595.0,1,1,0,0,0,1,0,False,True,False,True,False,False,False,False,False,False,18
8103,2019,13.0,1.0,2.0,2.0,585.0,633.0,625.0,0.0,664.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8103,2019,14.0,1.0,2.0,2.0,514.0,597.0,530.0,0.0,748.0,1,0,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8103,2019,15.0,1.0,2.0,2.0,597.0,631.0,530.0,0.0,676.0,0,0,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8103,2012,16.0,1.0,3.0,2.0,678.0,526.0,546.0,759.0,759.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,26
8103,2019,17.0,1.0,2.0,2.0,573.0,515.0,378.0,850.0,850.0,0,0,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8103,2012,18.0,1.0,3.0,4.0,580.0,614.0,568.0,0.0,657.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,26
8103,2012,20.0,1.0,2.0,2.0,566.0,624.0,656.0,0.0,619.0,1,0,0,1,0,1,0,False,True,False,True,False,False,False,False,False,False,25
8103,2019,22.0,2.0,2.0,2.0,490.0,553.0,535.0,0.0,772.0,0,0,1,0,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8103,2019,23.0,1.0,2.0,1.0,531.0,588.0,590.0,0.0,636.0,1,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,20
8103,2019,24.0,1.0,3.0,2.0,507.0,503.0,466.0,0.0,771.0,1,0,0,1,0,0,0,False,True,False,False,False,False,False,True,False,False,19
8103,2018,25.0,1.0,3.0,1.0,463.0,615.0,572.0,0.0,615.0,1,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8103,2019,28.0,1.0,3.0,2.0,501.0,574.0,611.0,0.0,619.0,1,0,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8103,2019,30.0,2.0,2.0,3.0,589.0,607.0,577.0,0.0,534.0,1,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,20
8103,2019,33.0,1.0,2.0,2.0,435.0,591.0,570.0,0.0,559.0,1,0,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8103,2010,34.0,1.0,3.0,2.0,505.0,585.0,603.0,0.0,534.0,1,0,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,28
8103,2019,36.0,2.0,3.0,4.0,496.0,524.0,399.0,0.0,666.0,1,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,20
8103,2016,38.0,1.0,3.0,1.0,599.0,537.0,557.0,0.0,538.0,0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,False,False,22
8103,2019,39.0,1.0,2.0,3.0,542.0,475.0,415.0,0.0,660.0,1,0,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8103,2019,40.0,2.0,3.0,2.0,573.0,403.0,593.0,0.0,681.0,0,0,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8103,2015,41.0,1.0,2.0,6.0,560.0,487.0,568.0,0.0,564.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,22
8103,2019,42.0,1.0,2.0,2.0,533.0,515.0,443.0,565.0,565.0,1,0,0,1,0,0,0,False,True,False,False,True,False,False,False,False,False,19
8103,2018,43.0,1.0,3.0,2.0,539.0,458.0,485.0,609.0,609.0,0,0,0,1,0,0,1,False,True,False,False,True,False,False,False,False,False,21
8103,2019,45.0,1.0,2.0,15.0,590.0,561.0,485.0,590.0,440.0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8853,2019,1.0,1.0,2.0,2.0,521.0,641.0,610.0,0.0,748.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8853,2019,3.0,1.0,2.0,4.0,580.0,543.0,521.0,0.0,741.0,1,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8853,2019,4.0,1.0,2.0,2.0,590.0,719.0,541.0,719.0,440.0,1,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8853,2018,5.0,1.0,2.0,2.0,568.0,612.0,547.0,0.0,575.0,0,0,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8853,2019,6.0,1.0,3.0,2.0,429.0,475.0,485.0,0.0,770.0,0,0,1,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8853,2019,7.0,1.0,2.0,2.0,468.0,490.0,407.0,592.0,592.0,1,0,0,0,0,1,1,False,True,False,True,False,False,False,False,False,False,19
8843,2019,1.0,1.0,2.0,2.0,599.0,653.0,570.0,812.0,812.0,1,1,0,0,0,1,1,False,True,False,True,False,False,False,False,False,False,19
8843,2019,2.0,1.0,2.0,2.0,611.0,638.0,594.0,839.0,839.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8843,2013,3.0,1.0,3.0,2.0,629.0,626.0,665.0,0.0,845.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,25
8843,2019,4.0,1.0,2.0,2.0,661.0,654.0,581.0,0.0,778.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8843,2019,5.0,1.0,2.0,2.0,574.0,580.0,491.0,832.0,832.0,1,1,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8843,2019,6.0,1.0,2.0,2.0,611.0,649.0,556.0,0.0,745.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8843,2016,7.0,1.0,2.0,2.0,582.0,664.0,593.0,691.0,691.0,1,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,22
8843,2015,8.0,1.0,2.0,1.0,565.0,661.0,577.0,0.0,685.0,1,1,0,0,0,1,0,False,True,False,True,False,False,False,False,False,False,23
8843,2019,9.0,1.0,2.0,2.0,573.0,617.0,517.0,0.0,674.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8843,2019,10.0,1.0,3.0,2.0,563.0,607.0,562.0,0.0,629.0,0,0,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8843,2013,11.0,1.0,2.0,2.0,490.0,637.0,603.0,637.0,591.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,25
8843,2019,14.0,1.0,2.0,2.0,555.0,597.0,548.0,0.0,610.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8843,2018,15.0,1.0,2.0,3.0,423.0,604.0,537.0,0.0,603.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8843,2019,16.0,1.0,3.0,2.0,599.0,553.0,486.0,0.0,616.0,1,1,1,1,0,0,0,False,True,False,False,False,False,False,True,False,False,19
8843,2019,17.0,1.0,2.0,2.0,482.0,561.0,495.0,578.0,578.0,1,1,0,1,0,1,1,False,True,False,True,False,False,False,False,False,False,18
8843,2017,18.0,1.0,2.0,2.0,508.0,628.0,568.0,0.0,492.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,21
8843,2019,20.0,1.0,2.0,2.0,478.0,568.0,543.0,0.0,517.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8293,2019,1.0,1.0,3.0,2.0,624.0,490.0,519.0,788.0,788.0,1,0,0,1,0,0,1,False,True,False,True,False,False,False,False,False,False,19
8293,2019,2.0,1.0,2.0,2.0,510.0,591.0,579.0,633.0,633.0,0,0,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8293,2019,3.0,1.0,3.0,2.0,539.0,574.0,532.0,0.0,592.0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,18
8293,2017,5.0,2.0,3.0,2.0,546.0,580.0,540.0,0.0,533.0,0,0,1,1,0,0,1,False,True,False,True,False,False,False,False,False,False,20
8293,2016,7.0,2.0,3.0,2.0,545.0,393.0,389.0,553.0,553.0,1,0,0,1,0,0,1,False,True,False,False,False,False,False,True,False,False,22
8483,2019,2.0,1.0,2.0,2.0,607.0,586.0,597.0,816.0,816.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,18
8483,2018,4.0,1.0,2.0,2.0,676.0,535.0,559.0,497.0,826.0,1,1,0,0,0,0,1,False,True,False,True,False,False,False,False,False,False,20
8483,2019,5.0,1.0,3.0,2.0,688.0,515.0,586.0,0.0,795.0,1,1,0,1,0,0,1,False,True,False,False,False,False,True,False,False,False,18
8483,2017,7.0,6.0,2.0,2.0,617.0,656.0,673.0,673.0,660.0,1,1,1,1,0,0,0,False,True,False,False,False,False,False,True,False,False,21
8483,2019,9.0,1.0,2.0,2.0,589.0,617.0,593.0,0.0,752.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,18
8483,2019,10.0,2.0,3.0,2.0,420.0,561.0,529.0,0.0,850.0,1,1,0,1,0,0,0,False,True,False,True,False,False,False,False,False,False,19
8483,2019,11.0,3.0,3.0,2.0,599.0,621.0,626.0,0.0,693.0,1,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,18
